State,Year,Perpetrator Sex,Weapon,Crime Solved,Solved Total
New York,1983,Male,Blunt Object,Yes,153
New York,1983,Male,Drugs,Yes,1
New York,1983,Male,Explosives,Yes,1
New York,1983,Male,Fire,Yes,9
New York,1983,Male,Firearm,Yes,1
New York,1983,Male,Handgun,Yes,545
New York,1983,Male,Knife,Yes,316
New York,1983,Male,Rifle,Yes,20
New York,1983,Male,Shotgun,Yes,45
New York,1983,Male,Strangulation,Yes,5
New York,1983,Male,Unknown,Yes,5
New York,1983,Unknown,Blunt Object,No,132
New York,1983,Unknown,Fire,No,6
New York,1983,Unknown,Firearm,No,1
New York,1983,Unknown,Handgun,No,511
New York,1983,Unknown,Knife,No,153
New York,1983,Unknown,Poison,No,2
New York,1983,Unknown,Rifle,No,2
New York,1983,Unknown,Shotgun,No,23
New York,1983,Unknown,Strangulation,No,5
New York,1983,Unknown,Unknown,No,13
New York,1984,Female,Blunt Object,Yes,17
New York,1984,Female,Handgun,Yes,21
New York,1984,Female,Knife,Yes,60
New York,1984,Female,Rifle,Yes,1
New York,1984,Female,Shotgun,Yes,4
New York,1984,Female,Suffocation,Yes,1
New York,1984,Male,Blunt Object,Yes,153
New York,1984,Male,Drugs,Yes,1
New York,1984,Male,Fire,Yes,6
New York,1984,Male,Handgun,Yes,459
New York,1984,Male,Knife,Yes,272
New York,1984,Male,Rifle,Yes,19
New York,1984,Male,Shotgun,Yes,53
New York,1984,Male,Strangulation,Yes,4
New York,1984,Male,Unknown,Yes,2
New York,1984,Unknown,Blunt Object,No,118
New York,1984,Unknown,Fire,No,12
New York,1984,Unknown,Firearm,No,4
New York,1984,Unknown,Handgun,No,465
New York,1984,Unknown,Knife,No,133
New York,1984,Unknown,Rifle,No,1
New York,1984,Unknown,Shotgun,No,16
New York,1984,Unknown,Unknown,No,7
New York,1985,Female,Blunt Object,Yes,23
New York,1985,Female,Fire,Yes,4
New York,1985,Female,Handgun,Yes,11
New York,1985,Female,Knife,Yes,46
New York,1985,Female,Shotgun,Yes,2
New York,1985,Female,Suffocation,Yes,1
New York,1985,Female,Unknown,Yes,2
New York,1985,Male,Blunt Object,Yes,152
New York,1985,Male,Drowning,Yes,4
New York,1985,Male,Fire,Yes,12
New York,1985,Male,Gun,Yes,2
New York,1985,Male,Handgun,Yes,410
New York,1985,Male,Knife,Yes,225
New York,1985,Male,Rifle,Yes,21
New York,1985,Male,Shotgun,Yes,27
New York,1985,Male,Strangulation,Yes,5
New York,1985,Male,Suffocation,Yes,2
New York,1985,Male,Unknown,Yes,9
New York,1985,Unknown,Blunt Object,No,103
New York,1985,Unknown,Fire,No,8
New York,1985,Unknown,Firearm,No,3
New York,1985,Unknown,Gun,No,1
New York,1985,Unknown,Handgun,No,363
New York,1985,Unknown,Knife,No,105
New York,1985,Unknown,Rifle,No,3
New York,1985,Unknown,Shotgun,No,8
New York,1985,Unknown,Strangulation,No,5
New York,1985,Unknown,Unknown,No,5
New York,1986,Female,Blunt Object,Yes,32
New York,1986,Female,Fall,Yes,1
New York,1986,Female,Fire,Yes,4
New York,1986,Female,Handgun,Yes,18
New York,1986,Female,Knife,Yes,50
New York,1986,Female,Rifle,Yes,2
New York,1986,Female,Shotgun,Yes,1
New York,1986,Female,Strangulation,Yes,1
New York,1986,Female,Suffocation,Yes,1
New York,1986,Female,Unknown,Yes,2
New York,1986,Male,Blunt Object,Yes,150
New York,1986,Male,Fire,Yes,19
New York,1986,Male,Gun,Yes,3
New York,1986,Male,Handgun,Yes,462
New York,1986,Male,Knife,Yes,242
New York,1986,Male,Rifle,Yes,20
New York,1986,Male,Shotgun,Yes,38
New York,1986,Male,Strangulation,Yes,6
New York,1986,Male,Suffocation,Yes,1
New York,1986,Male,Unknown,Yes,6
New York,1986,Unknown,Blunt Object,No,116
New York,1986,Unknown,Explosives,No,1
New York,1986,Unknown,Fire,No,6
New York,1986,Unknown,Handgun,No,374
New York,1986,Unknown,Knife,No,100
New York,1986,Unknown,Poison,No,1
New York,1986,Unknown,Rifle,No,5
New York,1986,Unknown,Shotgun,No,11
New York,1986,Unknown,Strangulation,No,4
New York,1986,Unknown,Unknown,No,5
New York,1987,Female,Blunt Object,Yes,15
New York,1987,Female,Drugs,Yes,1
New York,1987,Female,Explosives,Yes,1
New York,1987,Female,Fall,Yes,1
New York,1987,Female,Fire,Yes,1
New York,1987,Female,Handgun,Yes,18
New York,1987,Female,Knife,Yes,33
New York,1987,Female,Shotgun,Yes,4
New York,1987,Female,Suffocation,Yes,2
New York,1987,Female,Unknown,Yes,4
New York,1987,Male,Blunt Object,Yes,134
New York,1987,Male,Fire,Yes,7
New York,1987,Male,Firearm,Yes,2
New York,1987,Male,Gun,Yes,2
New York,1987,Male,Handgun,Yes,498
New York,1987,Male,Knife,Yes,204
New York,1987,Male,Poison,Yes,1
New York,1987,Male,Rifle,Yes,20
New York,1987,Male,Shotgun,Yes,39
New York,1987,Male,Strangulation,Yes,4
New York,1987,Male,Suffocation,Yes,1
New York,1987,Male,Unknown,Yes,23
New York,1987,Unknown,Blunt Object,No,105
New York,1987,Unknown,Fire,No,10
New York,1987,Unknown,Firearm,No,11
New York,1987,Unknown,Gun,No,1
New York,1987,Unknown,Handgun,No,534
New York,1987,Unknown,Knife,No,120
New York,1987,Unknown,Rifle,No,6
New York,1987,Unknown,Shotgun,No,15
New York,1987,Unknown,Strangulation,No,4
New York,1987,Unknown,Unknown,No,60
New York,1988,Female,Blunt Object,Yes,11
New York,1988,Female,Drowning,Yes,3
New York,1988,Female,Fire,Yes,4
New York,1988,Female,Handgun,Yes,17
New York,1988,Female,Knife,Yes,27
New York,1988,Female,Rifle,Yes,1
New York,1988,Female,Shotgun,Yes,3
New York,1988,Female,Suffocation,Yes,3
New York,1988,Female,Unknown,Yes,9
New York,1988,Male,Blunt Object,Yes,126
New York,1988,Male,Explosives,Yes,5
New York,1988,Male,Fire,Yes,19
New York,1988,Male,Firearm,Yes,3
New York,1988,Male,Gun,Yes,1
New York,1988,Male,Handgun,Yes,525
New York,1988,Male,Knife,Yes,203
New York,1988,Male,Rifle,Yes,19
New York,1988,Male,Shotgun,Yes,46
New York,1988,Male,Strangulation,Yes,4
New York,1988,Male,Suffocation,Yes,1
New York,1988,Male,Unknown,Yes,21
New York,1988,Unknown,Blunt Object,No,103
New York,1988,Unknown,Explosives,No,1
New York,1988,Unknown,Fire,No,18
New York,1988,Unknown,Firearm,No,4
New York,1988,Unknown,Gun,No,2
New York,1988,Unknown,Handgun,No,740
New York,1988,Unknown,Knife,No,154
New York,1988,Unknown,Rifle,No,8
New York,1988,Unknown,Shotgun,No,9
New York,1988,Unknown,Strangulation,No,1
New York,1988,Unknown,Suffocation,No,1
New York,1988,Unknown,Unknown,No,51
New York,1989,Female,Blunt Object,Yes,8
New York,1989,Female,Drowning,Yes,1
New York,1989,Female,Fire,Yes,4
New York,1989,Female,Handgun,Yes,19
New York,1989,Female,Knife,Yes,31
New York,1989,Female,Poison,Yes,1
New York,1989,Female,Shotgun,Yes,1
New York,1989,Female,Strangulation,Yes,2
New York,1989,Female,Unknown,Yes,10
New York,1989,Male,Blunt Object,Yes,87
New York,1989,Male,Explosives,Yes,1
New York,1989,Male,Fire,Yes,13
New York,1989,Male,Firearm,Yes,1
New York,1989,Male,Handgun,Yes,497
New York,1989,Male,Knife,Yes,176
New York,1989,Male,Rifle,Yes,16
New York,1989,Male,Shotgun,Yes,47
New York,1989,Male,Strangulation,Yes,4
New York,1989,Male,Unknown,Yes,31
New York,1989,Unknown,Blunt Object,No,89
New York,1989,Unknown,Fire,No,12
New York,1989,Unknown,Firearm,No,1
New York,1989,Unknown,Gun,No,2
New York,1989,Unknown,Handgun,No,689
New York,1989,Unknown,Knife,No,141
New York,1989,Unknown,Rifle,No,5
New York,1989,Unknown,Shotgun,No,17
New York,1989,Unknown,Strangulation,No,1
New York,1989,Unknown,Suffocation,No,1
New York,1989,Unknown,Unknown,No,55
New York,1990,Female,Blunt Object,Yes,13
New York,1990,Female,Fire,Yes,2
New York,1990,Female,Handgun,Yes,19
New York,1990,Female,Knife,Yes,34
New York,1990,Female,Poison,Yes,1
New York,1990,Female,Rifle,Yes,1
New York,1990,Female,Shotgun,Yes,3
New York,1990,Female,Unknown,Yes,11
New York,1990,Male,Blunt Object,Yes,102
New York,1990,Male,Fire,Yes,99
New York,1990,Male,Firearm,Yes,2
New York,1990,Male,Gun,Yes,4
New York,1990,Male,Handgun,Yes,560
New York,1990,Male,Knife,Yes,200
New York,1990,Male,Rifle,Yes,30
New York,1990,Male,Shotgun,Yes,35
New York,1990,Male,Strangulation,Yes,1
New York,1990,Male,Suffocation,Yes,1
New York,1990,Male,Unknown,Yes,25
New York,1990,Unknown,Blunt Object,No,90
New York,1990,Unknown,Explosives,No,3
New York,1990,Unknown,Fire,No,8
New York,1990,Unknown,Firearm,No,8
New York,1990,Unknown,Gun,No,4
New York,1990,Unknown,Handgun,No,820
New York,1990,Unknown,Knife,No,122
New York,1990,Unknown,Rifle,No,3
New York,1990,Unknown,Shotgun,No,19
New York,1990,Unknown,Strangulation,No,5
New York,1990,Unknown,Unknown,No,43
New York,1991,Female,Blunt Object,Yes,15
New York,1991,Female,Fire,Yes,4
New York,1991,Female,Handgun,Yes,20
New York,1991,Female,Knife,Yes,32
New York,1991,Female,Rifle,Yes,1
New York,1991,Female,Strangulation,Yes,1
New York,1991,Female,Suffocation,Yes,1
New York,1991,Female,Unknown,Yes,8
New York,1991,Male,Blunt Object,Yes,94
New York,1991,Male,Fire,Yes,15
New York,1991,Male,Firearm,Yes,2
New York,1991,Male,Gun,Yes,1
New York,1991,Male,Handgun,Yes,567
New York,1991,Male,Knife,Yes,166
New York,1991,Male,Rifle,Yes,15
New York,1991,Male,Shotgun,Yes,38
New York,1991,Male,Strangulation,Yes,1
New York,1991,Male,Suffocation,Yes,2
New York,1991,Male,Unknown,Yes,26
New York,1991,Unknown,Blunt Object,No,128
New York,1991,Unknown,Fire,No,16
New York,1991,Unknown,Firearm,No,10
New York,1991,Unknown,Gun,No,5
New York,1991,Unknown,Handgun,No,1044
New York,1991,Unknown,Knife,No,129
New York,1991,Unknown,Rifle,No,3
New York,1991,Unknown,Shotgun,No,15
New York,1991,Unknown,Strangulation,No,3
New York,1991,Unknown,Suffocation,No,1
New York,1991,Unknown,Unknown,No,48
New York,1992,Female,Blunt Object,Yes,5
New York,1992,Female,Explosives,Yes,1
New York,1992,Female,Fire,Yes,1
New York,1992,Female,Handgun,Yes,12
New York,1992,Female,Knife,Yes,26
New York,1992,Female,Shotgun,Yes,2
New York,1992,Female,Unknown,Yes,7
New York,1992,Male,Blunt Object,Yes,84
New York,1992,Male,Drowning,Yes,1
New York,1992,Male,Fire,Yes,9
New York,1992,Male,Firearm,Yes,12
New York,1992,Male,Gun,Yes,4
New York,1992,Male,Handgun,Yes,687
New York,1992,Male,Knife,Yes,168
New York,1992,Male,Poison,Yes,1
New York,1992,Male,Rifle,Yes,14
New York,1992,Male,Shotgun,Yes,39
New York,1992,Male,Strangulation,Yes,2
New York,1992,Male,Suffocation,Yes,1
New York,1992,Male,Unknown,Yes,16
New York,1992,Unknown,Blunt Object,No,115
New York,1992,Unknown,Explosives,No,1
New York,1992,Unknown,Fire,No,8
New York,1992,Unknown,Firearm,No,23
New York,1992,Unknown,Gun,No,1
New York,1992,Unknown,Handgun,No,994
New York,1992,Unknown,Knife,No,111
New York,1992,Unknown,Rifle,No,7
New York,1992,Unknown,Shotgun,No,24
New York,1992,Unknown,Strangulation,No,3
New York,1992,Unknown,Suffocation,No,3
New York,1992,Unknown,Unknown,No,65
New York,1993,Female,Blunt Object,Yes,13
New York,1993,Female,Drowning,Yes,1
New York,1993,Female,Handgun,Yes,18
New York,1993,Female,Knife,Yes,37
New York,1993,Female,Rifle,Yes,1
New York,1993,Female,Shotgun,Yes,3
New York,1993,Female,Strangulation,Yes,1
New York,1993,Female,Suffocation,Yes,2
New York,1993,Female,Unknown,Yes,10
New York,1993,Male,Blunt Object,Yes,92
New York,1993,Male,Drowning,Yes,1
New York,1993,Male,Fire,Yes,7
New York,1993,Male,Firearm,Yes,24
New York,1993,Male,Gun,Yes,10
New York,1993,Male,Handgun,Yes,658
New York,1993,Male,Knife,Yes,152
New York,1993,Male,Rifle,Yes,11
New York,1993,Male,Shotgun,Yes,34
New York,1993,Male,Strangulation,Yes,2
New York,1993,Male,Unknown,Yes,28
New York,1993,Unknown,Blunt Object,No,101
New York,1993,Unknown,Explosives,No,8
New York,1993,Unknown,Fire,No,18
New York,1993,Unknown,Firearm,No,35
New York,1993,Unknown,Gun,No,2
New York,1993,Unknown,Handgun,No,995
New York,1993,Unknown,Knife,No,134
New York,1993,Unknown,Rifle,No,6
New York,1993,Unknown,Shotgun,No,16
New York,1993,Unknown,Strangulation,No,8
New York,1993,Unknown,Suffocation,No,1
New York,1993,Unknown,Unknown,No,82
New York,1994,Female,Blunt Object,Yes,12
New York,1994,Female,Firearm,Yes,1
New York,1994,Female,Handgun,Yes,12
New York,1994,Female,Knife,Yes,17
New York,1994,Female,Poison,Yes,2
New York,1994,Female,Rifle,Yes,3
New York,1994,Female,Suffocation,Yes,5
New York,1994,Female,Unknown,Yes,9
New York,1994,Male,Blunt Object,Yes,94
New York,1994,Male,Fire,Yes,21
New York,1994,Male,Firearm,Yes,20
New York,1994,Male,Gun,Yes,3
New York,1994,Male,Handgun,Yes,548
New York,1994,Male,Knife,Yes,167
New York,1994,Male,Rifle,Yes,21
New York,1994,Male,Shotgun,Yes,28
New York,1994,Male,Strangulation,Yes,3
New York,1994,Male,Suffocation,Yes,1
New York,1994,Male,Unknown,Yes,10
New York,1994,Unknown,Blunt Object,No,92
New York,1994,Unknown,Fire,No,20
New York,1994,Unknown,Firearm,No,46
New York,1994,Unknown,Handgun,No,729
New York,1994,Unknown,Knife,No,108
New York,1994,Unknown,Poison,No,1
New York,1994,Unknown,Rifle,No,4
New York,1994,Unknown,Shotgun,No,10
New York,1994,Unknown,Strangulation,No,2
New York,1994,Unknown,Suffocation,No,1
New York,1994,Unknown,Unknown,No,72
New York,1995,Female,Blunt Object,Yes,13
New York,1995,Female,Fire,Yes,3
New York,1995,Female,Handgun,Yes,11
New York,1995,Female,Knife,Yes,36
New York,1995,Female,Rifle,Yes,1
New York,1995,Female,Strangulation,Yes,1
New York,1995,Female,Suffocation,Yes,1
New York,1995,Female,Unknown,Yes,6
New York,1995,Male,Blunt Object,Yes,99
New York,1995,Male,Fall,Yes,1
New York,1995,Male,Fire,Yes,7
New York,1995,Male,Firearm,Yes,8
New York,1995,Male,Handgun,Yes,425
New York,1995,Male,Knife,Yes,121
New York,1995,Male,Poison,Yes,1
New York,1995,Male,Rifle,Yes,13
New York,1995,Male,Shotgun,Yes,37
New York,1995,Male,Strangulation,Yes,3
New York,1995,Male,Unknown,Yes,13
New York,1995,Unknown,Blunt Object,No,85
New York,1995,Unknown,Fire,No,8
New York,1995,Unknown,Firearm,No,19
New York,1995,Unknown,Gun,No,1
New York,1995,Unknown,Handgun,No,526
New York,1995,Unknown,Knife,No,90
New York,1995,Unknown,Poison,No,3
New York,1995,Unknown,Rifle,No,10
New York,1995,Unknown,Shotgun,No,14
New York,1995,Unknown,Strangulation,No,3
New York,1995,Unknown,Suffocation,No,1
New York,1995,Unknown,Unknown,No,41
New York,1996,Female,Blunt Object,Yes,14
New York,1996,Female,Drowning,Yes,1
New York,1996,Female,Fire,Yes,3
New York,1996,Female,Handgun,Yes,8
New York,1996,Female,Knife,Yes,19
New York,1996,Female,Shotgun,Yes,2
New York,1996,Female,Unknown,Yes,10
New York,1996,Male,Blunt Object,Yes,81
New York,1996,Male,Explosives,Yes,1
New York,1996,Male,Fire,Yes,6
New York,1996,Male,Firearm,Yes,5
New York,1996,Male,Handgun,Yes,307
New York,1996,Male,Knife,Yes,129
New York,1996,Male,Rifle,Yes,14
New York,1996,Male,Shotgun,Yes,21
New York,1996,Male,Strangulation,Yes,1
New York,1996,Male,Unknown,Yes,14
New York,1996,Unknown,Blunt Object,No,88
New York,1996,Unknown,Drugs,No,1
New York,1996,Unknown,Explosives,No,1
New York,1996,Unknown,Fire,No,13
New York,1996,Unknown,Firearm,No,10
New York,1996,Unknown,Handgun,No,476
New York,1996,Unknown,Knife,No,88
New York,1996,Unknown,Rifle,No,7
New York,1996,Unknown,Shotgun,No,9
New York,1996,Unknown,Strangulation,No,1
New York,1996,Unknown,Unknown,No,25
New York,1997,Female,Blunt Object,Yes,15
New York,1997,Female,Drowning,Yes,1
New York,1997,Female,Explosives,Yes,1
New York,1997,Female,Handgun,Yes,12
New York,1997,Female,Knife,Yes,23
New York,1997,Female,Rifle,Yes,1
New York,1997,Female,Shotgun,Yes,1
New York,1997,Female,Strangulation,Yes,1
New York,1997,Female,Unknown,Yes,8
New York,1997,Male,Blunt Object,Yes,59
New York,1997,Male,Fall,Yes,1
New York,1997,Male,Fire,Yes,10
New York,1997,Male,Handgun,Yes,287
New York,1997,Male,Knife,Yes,116
New York,1997,Male,Rifle,Yes,13
New York,1997,Male,Shotgun,Yes,31
New York,1997,Male,Suffocation,Yes,1
New York,1997,Male,Unknown,Yes,19
New York,1997,Unknown,Blunt Object,No,72
New York,1997,Unknown,Drowning,No,1
New York,1997,Unknown,Fire,No,10
New York,1997,Unknown,Firearm,No,6
New York,1997,Unknown,Handgun,No,304
New York,1997,Unknown,Knife,No,71
New York,1997,Unknown,Rifle,No,3
New York,1997,Unknown,Shotgun,No,11
New York,1997,Unknown,Strangulation,No,3
New York,1997,Unknown,Unknown,No,32
New York,1998,Female,Blunt Object,Yes,8
New York,1998,Female,Drowning,Yes,1
New York,1998,Female,Handgun,Yes,6
New York,1998,Female,Knife,Yes,14
New York,1998,Female,Shotgun,Yes,1
New York,1998,Female,Strangulation,Yes,1
New York,1998,Female,Suffocation,Yes,2
New York,1998,Female,Unknown,Yes,11
New York,1998,Male,Blunt Object,Yes,84
New York,1998,Male,Drugs,Yes,2
New York,1998,Male,Fire,Yes,4
New York,1998,Male,Handgun,Yes,242
New York,1998,Male,Knife,Yes,99
New York,1998,Male,Rifle,Yes,10
New York,1998,Male,Shotgun,Yes,19
New York,1998,Male,Strangulation,Yes,2
New York,1998,Male,Unknown,Yes,17
New York,1998,Unknown,Blunt Object,No,52
New York,1998,Unknown,Fire,No,8
New York,1998,Unknown,Firearm,No,4
New York,1998,Unknown,Gun,No,1
New York,1998,Unknown,Handgun,No,249
New York,1998,Unknown,Knife,No,44
New York,1998,Unknown,Rifle,No,3
New York,1998,Unknown,Shotgun,No,14
New York,1998,Unknown,Strangulation,No,1
New York,1998,Unknown,Unknown,No,32
New York,1999,Female,Blunt Object,Yes,11
New York,1999,Female,Fire,Yes,2
New York,1999,Female,Handgun,Yes,1
New York,1999,Female,Knife,Yes,18
New York,1999,Female,Rifle,Yes,1
New York,1999,Female,Shotgun,Yes,4
New York,1999,Female,Suffocation,Yes,3
New York,1999,Female,Unknown,Yes,5
New York,1999,Male,Blunt Object,Yes,80
New York,1999,Male,Fire,Yes,9
New York,1999,Male,Handgun,Yes,240
New York,1999,Male,Knife,Yes,104
New York,1999,Male,Rifle,Yes,11
New York,1999,Male,Shotgun,Yes,20
New York,1999,Male,Strangulation,Yes,5
New York,1999,Male,Unknown,Yes,21
New York,1999,Unknown,Blunt Object,No,52
New York,1999,Unknown,Fall,No,1
New York,1999,Unknown,Fire,No,6
New York,1999,Unknown,Firearm,No,2
New York,1999,Unknown,Handgun,No,236
New York,1999,Unknown,Knife,No,52
New York,1999,Unknown,Rifle,No,1
New York,1999,Unknown,Shotgun,No,6
New York,1999,Unknown,Strangulation,No,3
New York,1999,Unknown,Suffocation,No,1
New York,1999,Unknown,Unknown,No,30
New York,2000,Female,Blunt Object,Yes,7
New York,2000,Female,Fire,Yes,3
New York,2000,Female,Handgun,Yes,8
New York,2000,Female,Knife,Yes,18
New York,2000,Female,Poison,Yes,1
New York,2000,Female,Shotgun,Yes,1
New York,2000,Female,Strangulation,Yes,1
New York,2000,Female,Suffocation,Yes,1
New York,2000,Female,Unknown,Yes,8
New York,2000,Male,Blunt Object,Yes,81
New York,2000,Male,Fire,Yes,2
New York,2000,Male,Firearm,Yes,2
New York,2000,Male,Handgun,Yes,284
New York,2000,Male,Knife,Yes,95
New York,2000,Male,Rifle,Yes,9
New York,2000,Male,Shotgun,Yes,18
New York,2000,Male,Strangulation,Yes,3
New York,2000,Male,Suffocation,Yes,1
New York,2000,Male,Unknown,Yes,18
New York,2000,Unknown,Blunt Object,No,40
New York,2000,Unknown,Fire,No,8
New York,2000,Unknown,Firearm,No,1
New York,2000,Unknown,Handgun,No,256
New York,2000,Unknown,Knife,No,51
New York,2000,Unknown,Rifle,No,4
New York,2000,Unknown,Shotgun,No,7
New York,2000,Unknown,Unknown,No,28
New York,2001,Female,Blunt Object,Yes,13
New York,2001,Female,Fire,Yes,2
New York,2001,Female,Handgun,Yes,11
New York,2001,Female,Knife,Yes,16
New York,2001,Female,Rifle,Yes,1
New York,2001,Female,Shotgun,Yes,1
New York,2001,Female,Strangulation,Yes,1
New York,2001,Female,Suffocation,Yes,1
New York,2001,Female,Unknown,Yes,7
New York,2001,Male,Blunt Object,Yes,83
New York,2001,Male,Fire,Yes,3
New York,2001,Male,Firearm,Yes,4
New York,2001,Male,Handgun,Yes,257
New York,2001,Male,Knife,Yes,126
New York,2001,Male,Rifle,Yes,10
New York,2001,Male,Shotgun,Yes,14
New York,2001,Male,Strangulation,Yes,2
New York,2001,Male,Unknown,Yes,16
New York,2001,Unknown,Blunt Object,No,42
New York,2001,Unknown,Fire,No,4
New York,2001,Unknown,Firearm,No,2
New York,2001,Unknown,Handgun,No,237
New York,2001,Unknown,Knife,No,54
New York,2001,Unknown,Poison,No,1
New York,2001,Unknown,Rifle,No,5
New York,2001,Unknown,Shotgun,No,7
New York,2001,Unknown,Unknown,No,29
New York,2002,Female,Blunt Object,Yes,11
New York,2002,Female,Drowning,Yes,2
New York,2002,Female,Handgun,Yes,5
New York,2002,Female,Knife,Yes,19
New York,2002,Female,Rifle,Yes,2
New York,2002,Female,Unknown,Yes,3
New York,2002,Male,Blunt Object,Yes,76
New York,2002,Male,Fire,Yes,2
New York,2002,Male,Firearm,Yes,5
New York,2002,Male,Gun,Yes,1
New York,2002,Male,Handgun,Yes,253
New York,2002,Male,Knife,Yes,115
New York,2002,Male,Rifle,Yes,14
New York,2002,Male,Shotgun,Yes,17
New York,2002,Male,Strangulation,Yes,1
New York,2002,Male,Suffocation,Yes,1
New York,2002,Male,Unknown,Yes,23
New York,2002,Unknown,Blunt Object,No,39
New York,2002,Unknown,Fire,No,3
New York,2002,Unknown,Firearm,No,3
New York,2002,Unknown,Handgun,No,232
New York,2002,Unknown,Knife,No,51
New York,2002,Unknown,Rifle,No,5
New York,2002,Unknown,Shotgun,No,3
New York,2002,Unknown,Strangulation,No,1
New York,2002,Unknown,Unknown,No,16
New York,2003,Female,Blunt Object,Yes,10
New York,2003,Female,Fire,Yes,2
New York,2003,Female,Firearm,Yes,1
New York,2003,Female,Handgun,Yes,5
New York,2003,Female,Knife,Yes,18
New York,2003,Female,Poison,Yes,1
New York,2003,Female,Rifle,Yes,1
New York,2003,Female,Unknown,Yes,6
New York,2003,Male,Blunt Object,Yes,72
New York,2003,Male,Fire,Yes,4
New York,2003,Male,Firearm,Yes,10
New York,2003,Male,Handgun,Yes,220
New York,2003,Male,Knife,Yes,89
New York,2003,Male,Rifle,Yes,10
New York,2003,Male,Shotgun,Yes,10
New York,2003,Male,Suffocation,Yes,3
New York,2003,Male,Unknown,Yes,16
New York,2003,Unknown,Blunt Object,No,47
New York,2003,Unknown,Drowning,No,1
New York,2003,Unknown,Fire,No,8
New York,2003,Unknown,Firearm,No,22
New York,2003,Unknown,Handgun,No,291
New York,2003,Unknown,Knife,No,45
New York,2003,Unknown,Rifle,No,2
New York,2003,Unknown,Shotgun,No,2
New York,2003,Unknown,Unknown,No,21
New York,2004,Female,Blunt Object,Yes,13
New York,2004,Female,Fire,Yes,2
New York,2004,Female,Handgun,Yes,16
New York,2004,Female,Knife,Yes,18
New York,2004,Female,Strangulation,Yes,1
New York,2004,Female,Suffocation,Yes,2
New York,2004,Female,Unknown,Yes,6
New York,2004,Male,Blunt Object,Yes,62
New York,2004,Male,Drowning,Yes,1
New York,2004,Male,Fire,Yes,11
New York,2004,Male,Firearm,Yes,11
New York,2004,Male,Gun,Yes,2
New York,2004,Male,Handgun,Yes,179
New York,2004,Male,Knife,Yes,131
New York,2004,Male,Rifle,Yes,9
New York,2004,Male,Shotgun,Yes,18
New York,2004,Male,Strangulation,Yes,4
New York,2004,Male,Suffocation,Yes,1
New York,2004,Male,Unknown,Yes,17
New York,2004,Unknown,Blunt Object,No,37
New York,2004,Unknown,Fire,No,3
New York,2004,Unknown,Firearm,No,34
New York,2004,Unknown,Handgun,No,246
New York,2004,Unknown,Knife,No,35
New York,2004,Unknown,Rifle,No,1
New York,2004,Unknown,Shotgun,No,6
New York,2004,Unknown,Strangulation,No,3
New York,2004,Unknown,Unknown,No,33
New York,2005,Female,Blunt Object,Yes,9
New York,2005,Female,Handgun,Yes,4
New York,2005,Female,Knife,Yes,18
New York,2005,Female,Poison,Yes,2
New York,2005,Female,Shotgun,Yes,1
New York,2005,Female,Suffocation,Yes,1
New York,2005,Female,Unknown,Yes,7
New York,2005,Male,Blunt Object,Yes,64
New York,2005,Male,Drugs,Yes,1
New York,2005,Male,Fire,Yes,13
New York,2005,Male,Firearm,Yes,19
New York,2005,Male,Handgun,Yes,191
New York,2005,Male,Knife,Yes,121
New York,2005,Male,Rifle,Yes,8
New York,2005,Male,Shotgun,Yes,7
New York,2005,Male,Strangulation,Yes,3
New York,2005,Male,Unknown,Yes,29
New York,2005,Unknown,Blunt Object,No,28
New York,2005,Unknown,Explosives,No,1
New York,2005,Unknown,Fire,No,2
New York,2005,Unknown,Firearm,No,33
New York,2005,Unknown,Handgun,No,246
New York,2005,Unknown,Knife,No,60
New York,2005,Unknown,Rifle,No,2
New York,2005,Unknown,Shotgun,No,2
New York,2005,Unknown,Unknown,No,22
New York,2006,Female,Blunt Object,Yes,4
New York,2006,Female,Handgun,Yes,3
New York,2006,Female,Knife,Yes,16
New York,2006,Female,Rifle,Yes,1
New York,2006,Female,Unknown,Yes,22
New York,2006,Male,Blunt Object,Yes,46
New York,2006,Male,Drugs,Yes,1
New York,2006,Male,Firearm,Yes,25
New York,2006,Male,Handgun,Yes,261
New York,2006,Male,Knife,Yes,112
New York,2006,Male,Rifle,Yes,11
New York,2006,Male,Shotgun,Yes,8
New York,2006,Male,Strangulation,Yes,1
New York,2006,Male,Unknown,Yes,71
New York,2006,Unknown,Blunt Object,No,6
New York,2006,Unknown,Firearm,No,45
New York,2006,Unknown,Handgun,No,60
New York,2006,Unknown,Knife,No,15
New York,2006,Unknown,Rifle,No,2
New York,2006,Unknown,Strangulation,No,2
New York,2006,Unknown,Suffocation,No,1
New York,2006,Unknown,Unknown,No,231
New York,2007,Female,Blunt Object,Yes,9
New York,2007,Female,Fire,Yes,1
New York,2007,Female,Firearm,Yes,5
New York,2007,Female,Handgun,Yes,1
New York,2007,Female,Knife,Yes,15
New York,2007,Female,Poison,Yes,1
New York,2007,Female,Shotgun,Yes,1
New York,2007,Female,Strangulation,Yes,1
New York,2007,Female,Suffocation,Yes,1
New York,2007,Female,Unknown,Yes,10
New York,2007,Male,Blunt Object,Yes,45
New York,2007,Male,Firearm,Yes,187
New York,2007,Male,Handgun,Yes,47
New York,2007,Male,Knife,Yes,98
New York,2007,Male,Rifle,Yes,11
New York,2007,Male,Shotgun,Yes,6
New York,2007,Male,Strangulation,Yes,1
